age,height_cm,weight_kgs,overall_rating,preferred_foot,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),body_type,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,freekick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,region,position_attacker,position_midfielder,position_defender,position_goalkeeper
30.0,154.94,72.1,77,1,1,4,4,1,80,70,63.0,75.0,64,76.0,62,62,67.0,76.0,66.0,71.0,68.0,69.0,74.0,74.0,70.0,69.0,79,84,43,79,72.0,48,54,24,14,6,1,1,0,0
29.0,167.64,72.1,77,1,1,4,4,0,73,64,63.0,75.0,51,74.0,72,63,67.0,76.0,78.0,75.0,73.0,70.0,77.0,74.0,69.0,71.0,66,59,37,75,72.0,67,40,40,36,0,1,1,0,0
29.0,154.94,71.2,77,1,2,4,3,1,68,55,63.0,75.0,61,76.0,64,64,67.0,76.0,78.0,80.0,78.0,73.0,76.0,70.0,70.0,69.0,64,82,79,63,72.0,60,76,76,75,6,0,1,0,0
29.0,154.94,72.1,77,0,2,3,3,1,68,77,58.0,75.0,73,76.0,73,69,68.0,77.0,78.0,80.0,78.0,73.0,76.0,70.0,75.0,71.0,74,77,18,76,72.0,72,40,18,12,11,1,0,0,0
29.0,175.26,73.9,77,0,2,2,4,0,65,78,63.0,75.0,75,76.0,70,67,69.0,77.0,78.0,77.0,75.0,73.0,76.0,65.0,77.0,71.0,77,48,22,77,72.0,66,38,24,22,12,1,0,0,0
29.0,152.4,73.9,77,0,2,4,3,1,76,57,71.0,74.0,44,76.0,65,55,69.0,77.0,78.0,77.0,75.0,73.0,76.0,70.0,77.0,69.0,54,76,79,66,71.0,49,78,76,77,7,0,0,1,0
30.0,175.26,73.9,77,1,2,3,3,0,86,67,71.0,73.0,72,76.0,83,73,69.0,77.0,77.0,76.0,75.0,73.0,76.0,64.0,77.0,69.0,67,73,56,71,67.0,60,69,53,46,12,1,1,0,0
30.0,182.88,73.9,77,1,2,3,3,1,75,58,58.0,73.0,64,76.0,72,66,69.0,77.0,77.0,76.0,75.0,73.0,76.0,64.0,76.0,69.0,75,72,82,66,67.0,55,74,77,75,10,1,1,1,0
30.0,187.96,76.2,77,1,1,3,3,1,62,81,58.0,69.0,71,77.0,55,48,59.0,77.0,77.0,75.0,75.0,73.0,77.0,64.0,76.0,66.0,71,73,19,81,63.0,76,29,28,29,12,1,0,0,0
30.0,185.42,77.1,77,1,1,2,4,0,68,73,60.0,69.0,76,74.0,78,55,58.0,77.0,74.0,75.0,72.0,73.0,77.0,70.0,76.0,69.0,80,53,17,75,56.0,58,25,16,21,11,1,1,0,0
29.0,175.26,77.1,77,1,2,3,4,1,65,79,62.0,73.0,75,77.0,81,82,58.0,77.0,73.0,75.0,75.0,74.0,76.0,68.0,76.0,66.0,82,66,38,77,63.0,72,55,30,30,7,1,1,0,0
29.0,182.88,77.1,77,1,2,3,2,1,40,25,60.0,73.0,33,77.0,38,17,59.0,77.0,79.0,75.0,78.0,75.0,77.0,70.0,76.0,66.0,25,85,78,23,63.0,35,79,81,79,12,0,0,1,0
29.0,182.88,77.1,77,1,2,3,4,0,68,54,57.0,73.0,69,78.0,72,68,69.0,79.0,73.0,75.0,75.0,75.0,75.0,70.0,76.0,68.0,72,70,74,74,63.0,68,76,72,72,12,0,1,0,0
29.0,175.26,73.9,77,1,2,4,3,0,77,50,60.0,78.0,66,78.0,77,55,74.0,79.0,73.0,75.0,75.0,76.0,75.0,68.0,76.0,68.0,68,69,78,63,70.0,50,72,73,77,12,0,0,1,0
28.0,175.26,73.9,77,0,1,3,4,1,78,70,62.0,78.0,61,77.0,82,77,75.0,79.0,75.0,75.0,78.0,75.0,76.0,67.0,76.0,68.0,72,86,60,68,78.0,73,33,48,46,7,1,1,0,0
27.0,182.88,73.9,77,1,1,3,3,0,67,64,60.0,79.0,57,77.0,60,61,75.0,79.0,75.0,75.0,78.0,73.0,76.0,67.0,77.0,69.0,74,70,74,71,70.0,63,71,77,76,2,1,1,0,0
27.0,182.88,73.9,77,1,2,4,4,1,77,72,62.0,78.0,73,77.0,78,56,75.0,79.0,73.0,70.0,70.0,72.0,76.0,67.0,77.0,69.0,77,74,69,74,76.0,62,67,69,67,12,1,1,0,0
27.0,182.88,76.2,77,1,1,4,2,1,35,19,65.0,78.0,38,77.0,26,26,75.0,79.0,74.0,75.0,70.0,69.0,77.0,71.0,75.0,69.0,44,78,78,16,75.0,37,78,80,80,12,0,0,1,0
28.0,152.4,78.0,77,1,1,3,4,0,78,70,67.0,78.0,63,77.0,75,78,68.0,79.0,73.0,69.0,65.0,66.0,77.0,71.0,75.0,76.0,76,72,71,74,75.0,76,48,68,63,12,1,1,0,0
27.0,187.96,79.8,77,1,2,4,4,1,74,73,67.0,76.0,73,76.0,77,78,68.0,79.0,69.0,69.0,65.0,61.0,76.0,72.0,74.0,82.0,75,59,43,74,72.0,76,41,48,44,12,1,1,0,0
29.0,185.42,79.8,77,1,1,4,3,1,56,82,67.0,76.0,78,76.0,54,66,70.0,79.0,69.0,69.0,67.0,61.0,76.0,72.0,75.0,82.0,72,75,33,84,72.0,84,47,24,29,7,1,0,0,0
31.0,187.96,79.8,77,1,1,3,4,1,67,48,62.0,78.0,55,76.0,54,54,70.0,79.0,69.0,69.0,67.0,61.0,76.0,74.0,75.0,82.0,77,77,74,74,72.0,55,76,76,71,12,0,1,0,0
31.0,172.72,76.2,77,1,3,3,2,1,77,57,62.0,78.0,57,76.0,70,50,76.0,79.0,69.0,69.0,70.0,75.0,76.0,74.0,75.0,77.0,58,86,78,70,72.0,65,76,79,82,7,0,0,1,0
24.0,152.4,73.9,77,1,2,3,3,2,65,45,62.0,78.0,60,76.0,55,52,76.0,79.0,69.0,69.0,75.0,75.0,76.0,74.0,74.0,64.0,72,82,80,66,72.0,46,72,82,78,6,0,1,0,0
31.0,152.4,73.9,77,1,1,4,4,1,65,64,62.0,78.0,64,74.0,76,55,73.0,77.0,69.0,69.0,75.0,75.0,76.0,74.0,75.0,64.0,72,68,70,74,72.0,62,61,57,50,10,1,1,0,0
28.0,182.88,76.2,77,0,1,2,3,0,65,64,58.0,78.0,62,74.0,64,53,73.0,76.0,71.0,69.0,75.0,67.0,76.0,69.0,75.0,74.0,65,43,36,72,72.0,57,22,28,29,2,1,1,0,0
28.0,187.96,74.8,77,0,2,3,2,1,52,38,58.0,78.0,34,72.0,48,34,73.0,76.0,68.0,69.0,67.0,67.0,76.0,59.0,76.0,73.0,56,77,77,38,78.0,44,78,80,77,6,0,0,1,0
28.0,182.88,77.1,77,1,2,3,2,1,77,55,73.0,75.0,57,72.0,66,43,73.0,76.0,62.0,63.0,64.0,67.0,76.0,69.0,75.0,74.0,60,83,68,71,65.0,50,74,79,79,4,1,1,1,0
29.0,185.42,82.1,77,1,1,3,3,0,68,72,73.0,75.0,35,72.0,41,43,73.0,76.0,62.0,63.0,64.0,68.0,80.0,72.0,75.0,82.0,81,92,78,58,60.0,51,69,73,69,2,1,1,0,0
28.0,152.4,77.1,77,1,1,3,3,1,58,57,73.0,75.0,67,72.0,70,69,73.0,76.0,68.0,67.0,67.0,77.0,80.0,69.0,70.0,82.0,71,89,79,59,65.0,61,73,77,75,11,0,1,0,0
29.0,152.4,74.8,77,1,1,4,3,2,51,80,64.0,78.0,72,72.0,52,48,73.0,76.0,68.0,67.0,67.0,82.0,80.0,59.0,76.0,73.0,57,76,19,81,76.0,75,35,23,22,7,1,0,0,0
29.0,170.18,74.8,77,0,1,3,4,1,78,65,62.0,80.0,66,72.0,82,70,73.0,76.0,69.0,67.0,77.0,82.0,78.0,65.0,75.0,67.0,68,58,69,71,76.0,60,51,64,50,10,1,1,0,0
29.0,167.64,74.8,77,1,2,3,4,1,78,66,64.0,78.0,74,74.0,76,72,73.0,77.0,69.0,67.0,77.0,82.0,74.0,65.0,70.0,67.0,80,66,66,80,76.0,69,56,62,66,12,1,1,0,0
29.0,152.4,74.8,77,0,2,3,4,1,72,62,62.0,78.0,69,74.0,70,64,73.0,77.0,69.0,67.0,77.0,75.0,74.0,65.0,70.0,67.0,76,69,70,76,76.0,56,74,68,68,12,0,1,0,0
29.0,185.42,74.8,77,1,2,3,3,0,67,60,62.0,78.0,66,74.0,74,70,70.0,78.0,69.0,67.0,77.0,75.0,72.0,65.0,75.0,67.0,69,83,72,70,75.0,68,74,72,64,2,0,1,0,0
29.0,185.42,74.8,77,1,3,4,2,0,63,80,64.0,78.0,81,74.0,72,66,72.0,78.0,69.0,73.0,77.0,75.0,78.0,66.0,75.0,73.0,73,69,27,84,74.0,62,32,33,23,12,1,0,0,0
30.0,175.26,73.9,77,1,1,3,4,1,68,72,68.0,76.0,60,67.0,68,73,72.0,77.0,58.0,61.0,72.0,77.0,72.0,77.0,75.0,73.0,70,63,38,67,74.0,67,28,37,38,7,1,1,0,0
30.0,172.72,72.1,77,1,1,3,2,1,77,59,68.0,72.0,59,67.0,63,70,72.0,77.0,58.0,61.0,72.0,77.0,71.0,78.0,75.0,72.0,70,80,75,59,66.0,67,72,77,80,7,0,0,1,0
30.0,175.26,71.2,77,1,1,3,3,1,74,57,68.0,72.0,56,65.0,68,69,72.0,76.0,75.0,65.0,78.0,79.0,68.0,79.0,72.0,61.0,67,83,78,65,62.0,61,66,82,80,12,1,1,1,0
30.0,187.96,71.2,77,1,1,3,2,0,42,33,68.0,72.0,40,65.0,52,43,72.0,76.0,67.0,65.0,77.0,78.0,71.0,79.0,74.0,63.0,37,76,78,44,62.0,47,80,77,78,12,0,0,1,0
31.0,167.64,71.2,77,1,1,3,3,1,51,39,70.0,76.0,47,65.0,47,41,75.0,76.0,58.0,65.0,72.0,77.0,71.0,79.0,74.0,63.0,64,90,84,31,60.0,48,81,80,78,7,0,1,0,0
31.0,172.72,71.2,77,1,2,4,4,1,71,62,70.0,72.0,55,63.0,71,67,71.0,69.0,63.0,67.0,73.0,77.0,73.0,79.0,74.0,70.0,69,57,46,62,60.0,76,29,39,21,7,1,1,0,0
31.0,152.4,76.2,77,1,1,4,2,1,75,40,72.0,72.0,48,65.0,75,82,70.0,76.0,67.0,69.0,73.0,77.0,73.0,81.0,74.0,70.0,72,84,77,57,60.0,47,72,78,77,12,0,0,1,0
31.0,182.88,76.2,77,1,3,3,3,0,75,45,70.0,72.0,62,65.0,68,66,70.0,76.0,63.0,69.0,68.0,68.0,73.0,74.0,75.0,77.0,68,82,79,66,57.0,64,74,75,76,12,0,0,1,0
30.0,185.42,76.2,77,0,2,2,2,1,66,20,70.0,77.0,17,74.0,48,36,70.0,76.0,63.0,67.0,68.0,68.0,74.0,77.0,75.0,77.0,35,88,77,35,57.0,37,77,79,76,7,0,0,1,0
28.0,190.5,76.2,77,0,2,3,2,0,51,25,70.0,77.0,30,75.0,51,36,69.0,77.0,70.0,67.0,68.0,74.0,74.0,74.0,76.0,73.0,46,72,80,33,62.0,39,76,81,80,12,0,0,1,0
27.0,170.18,78.0,77,1,2,4,3,0,71,68,64.0,78.0,65,75.0,78,69,69.0,77.0,70.0,65.0,68.0,73.0,74.0,74.0,76.0,73.0,76,56,69,72,65.0,76,72,66,59,6,1,1,0,0
28.0,154.94,78.0,77,0,2,2,3,1,87,43,64.0,78.0,54,75.0,87,89,74.0,77.0,70.0,65.0,68.0,73.0,76.0,72.0,75.0,71.0,55,64,72,67,73.0,61,76,78,77,12,1,1,1,0
28.0,154.94,76.2,77,1,2,4,4,0,84,72,60.0,78.0,65,75.0,82,77,74.0,77.0,70.0,65.0,73.0,73.0,76.0,72.0,76.0,69.0,74,66,67,76,73.0,65,57,62,61,12,1,1,0,0
27.0,154.94,77.1,77,0,2,3,3,1,79,58,60.0,78.0,50,75.0,77,60,74.0,78.0,69.0,69.0,71.0,70.0,75.0,70.0,78.0,69.0,66,72,76,73,74.0,65,72,78,74,2,1,1,1,0
31.0,154.94,77.1,77,1,2,3,4,1,61,83,60.0,78.0,75,75.0,84,83,74.0,78.0,69.0,69.0,71.0,69.0,75.0,70.0,76.0,69.0,75,58,45,80,74.0,78,25,22,24,12,1,0,0,0
33.0,154.94,77.1,77,1,2,3,4,1,70,65,58.0,78.0,68,75.0,60,70,74.0,78.0,69.0,69.0,72.0,69.0,75.0,68.0,78.0,69.0,72,60,73,76,74.0,61,76,72,68,12,0,1,0,0
31.0,185.42,73.0,77,0,1,5,3,1,76,54,64.0,78.0,71,75.0,81,77,76.0,77.0,69.0,69.0,72.0,70.0,70.0,68.0,77.0,69.0,77,94,67,57,75.0,77,74,77,75,7,1,1,1,0
26.0,175.26,73.9,77,1,1,3,3,1,67,61,58.0,78.0,39,75.0,65,72,76.0,77.0,74.0,69.0,72.0,71.0,69.0,68.0,78.0,77.0,65,92,72,69,74.0,59,70,75,72,7,0,1,0,0
28.0,175.26,73.0,77,1,1,4,3,1,67,57,58.0,77.0,57,75.0,66,65,73.0,77.0,78.0,82.0,75.0,74.0,69.0,68.0,78.0,77.0,62,79,69,68,70.0,61,64,71,69,12,0,1,0,0
28.0,182.88,73.9,77,0,1,4,2,0,71,29,72.0,75.0,37,75.0,65,55,73.0,77.0,74.0,69.0,75.0,74.0,66.0,65.0,77.0,77.0,32,76,77,64,70.0,45,72,80,78,12,0,0,1,0
28.0,172.72,73.0,77,1,2,3,4,1,74,71,62.0,75.0,72,72.0,74,61,68.0,75.0,76.0,83.0,76.0,71.0,66.0,68.0,77.0,75.0,70,70,44,74,70.0,61,42,40,44,6,1,1,0,0
28.0,185.42,73.0,77,1,1,3,2,2,21,23,62.0,75.0,23,76.0,49,31,68.0,77.0,76.0,83.0,76.0,69.0,76.0,65.0,77.0,75.0,22,81,78,36,70.0,42,61,81,80,12,0,0,1,0
28.0,185.42,73.0,77,1,3,3,3,1,69,75,72.0,73.0,76,77.0,61,62,68.0,76.0,73.0,77.0,76.0,62.0,76.0,65.0,77.0,75.0,69,75,32,79,70.0,70,47,38,33,12,1,1,0,0
28.0,154.94,73.9,77,0,1,3,4,0,71,70,62.0,75.0,68,77.0,76,74,68.0,76.0,73.0,77.0,74.0,62.0,77.0,70.0,76.0,75.0,75,64,51,77,71.0,75,57,55,45,10,1,1,0,0
29.0,182.88,73.9,77,1,2,3,2,1,59,54,66.0,75.0,53,77.0,64,62,71.0,77.0,75.0,77.0,74.0,69.0,77.0,70.0,74.0,75.0,64,82,82,58,71.0,60,80,79,78,12,0,1,0,0
29.0,152.4,74.8,77,1,1,4,4,1,69,77,62.0,75.0,70,77.0,66,71,71.0,77.0,73.0,73.0,71.0,69.0,77.0,70.0,74.0,71.0,73,52,39,78,72.0,71,19,22,21,7,1,0,0,0
29.0,172.72,74.8,77,0,1,4,4,1,80,72,60.0,75.0,75,77.0,74,66,69.0,77.0,75.0,73.0,71.0,76.0,77.0,74.0,76.0,71.0,77,73,51,76,71.0,72,56,58,56,6,1,1,1,0
29.0,154.94,74.8,77,0,2,3,3,1,70,79,60.0,75.0,72,77.0,78,77,69.0,77.0,75.0,73.0,74.0,76.0,77.0,74.0,69.0,71.0,77,57,18,79,72.0,72,21,24,20,12,1,0,0,0
29.0,175.26,73.0,77,0,2,3,4,0,70,72,60.0,73.0,70,77.0,81,71,72.0,76.0,75.0,73.0,74.0,78.0,77.0,70.0,76.0,59.0,77,47,39,74,74.0,65,26,38,30,3,1,1,0,0
28.0,154.94,72.1,77,1,2,2,3,1,60,54,38.0,73.0,62,77.0,68,50,69.0,77.0,77.0,74.0,85.0,75.0,77.0,74.0,69.0,71.0,66,83,75,64,72.0,69,68,77,73,3,0,1,0,0
29.0,175.26,72.1,77,1,1,4,4,0,76,69,60.0,73.0,69,77.0,78,79,69.0,78.0,77.0,74.0,85.0,75.0,74.0,67.0,69.0,73.0,73,56,45,69,69.0,74,37,40,34,12,1,1,0,0
30.0,172.72,73.0,77,0,1,3,3,2,74,50,57.0,78.0,33,77.0,60,34,73.0,78.0,65.0,63.0,74.0,70.0,74.0,66.0,76.0,79.0,54,72,72,71,74.0,55,66,75,76,7,0,0,1,0
28.0,193.04,73.0,77,1,3,3,1,1,20,10,60.0,78.0,12,75.0,18,22,73.0,78.0,76.0,74.0,78.0,69.0,82.0,64.0,76.0,79.0,17,33,29,19,75.0,12,26,13,12,7,0,0,0,1
28.0,182.88,77.1,77,1,2,4,3,2,70,69,67.0,78.0,78,74.0,66,70,75.0,77.0,58.0,63.0,70.0,57.0,79.0,66.0,73.0,79.0,77,73,71,69,66.0,72,68,73,68,12,1,1,0,0
28.0,154.94,77.1,77,1,1,3,3,1,66,64,67.0,78.0,68,74.0,70,64,78.0,77.0,55.0,58.0,62.0,57.0,82.0,64.0,76.0,78.0,83,68,76,69,75.0,66,75,75,66,7,0,1,0,0
28.0,187.96,77.1,77,1,2,3,2,1,51,30,68.0,78.0,35,70.0,44,45,78.0,76.0,58.0,63.0,57.0,51.0,82.0,62.0,76.0,73.0,62,83,80,55,76.0,47,81,79,77,12,0,1,1,0
27.0,185.42,74.8,77,1,2,4,4,1,79,72,69.0,78.0,74,70.0,79,82,79.0,75.0,68.0,65.0,62.0,69.0,79.0,62.0,76.0,73.0,80,63,62,78,75.0,78,60,59,49,12,1,1,0,0
28.0,187.96,77.1,77,1,1,3,3,1,50,63,69.0,76.0,31,71.0,40,49,79.0,77.0,68.0,65.0,62.0,67.0,72.0,70.0,78.0,73.0,72,54,79,69,66.0,41,72,75,67,2,1,1,0,0
27.0,154.94,78.9,77,0,1,3,2,1,59,54,73.0,76.0,54,71.0,52,45,75.0,77.0,68.0,69.0,65.0,74.0,72.0,78.0,76.0,73.0,57,80,78,69,66.0,54,75,73,75,12,0,1,0,0
27.0,154.94,78.9,77,0,2,3,2,1,65,38,73.0,76.0,46,71.0,65,55,73.0,77.0,72.0,70.0,73.0,67.0,72.0,78.0,76.0,76.0,59,82,74,59,66.0,38,79,74,72,7,0,0,1,0
29.0,175.26,78.9,77,0,1,2,3,1,46,36,68.0,76.0,41,71.0,45,37,70.0,77.0,76.0,75.0,76.0,74.0,77.0,78.0,76.0,76.0,54,86,76,55,66.0,38,80,78,76,6,0,1,0,0
32.0,190.5,78.9,77,1,2,4,4,1,65,75,73.0,75.0,75,70.0,74,44,70.0,75.0,76.0,75.0,76.0,73.0,77.0,68.0,74.0,76.0,64,55,40,77,67.0,68,31,36,20,11,1,0,0,0
32.0,175.26,78.9,77,1,2,3,5,0,68,64,74.0,74.0,69,71.0,77,40,70.0,75.0,76.0,75.0,76.0,73.0,77.0,68.0,74.0,76.0,72,66,32,69,69.0,62,38,32,28,12,1,1,0,0
32.0,175.26,83.9,77,1,2,2,4,1,78,77,68.0,74.0,72,71.0,80,64,70.0,72.0,68.0,69.0,68.0,66.0,77.0,68.0,74.0,76.0,73,61,29,81,69.0,80,40,30,28,12,1,1,0,0
32.0,193.04,77.1,77,1,2,3,3,0,66,83,70.0,75.0,75,74.0,66,54,70.0,76.0,68.0,69.0,68.0,73.0,77.0,72.0,74.0,72.0,69,63,34,82,69.0,81,32,53,35,12,1,0,0,0
31.0,182.88,78.9,77,1,1,3,2,1,43,48,68.0,76.0,43,78.0,32,39,70.0,77.0,67.0,67.0,66.0,67.0,77.0,72.0,74.0,75.0,52,72,74,32,76.0,64,74,79,77,6,0,0,1,0
30.0,172.72,79.8,77,1,1,3,3,1,82,62,68.0,76.0,62,74.0,69,71,70.0,76.0,63.0,63.0,65.0,65.0,78.0,72.0,76.0,75.0,71,45,32,75,76.0,68,41,30,25,6,1,1,0,0
30.0,152.4,78.9,78,1,2,4,3,1,79,71,67.0,75.0,74,68.0,75,79,70.0,72.0,67.0,67.0,65.0,67.0,71.0,68.0,76.0,71.0,74,79,76,79,76.0,81,76,74,70,12,1,1,0,0
31.0,182.88,78.9,78,1,2,3,3,0,73,67,67.0,73.0,59,68.0,69,73,70.0,72.0,67.0,63.0,64.0,67.0,71.0,64.0,76.0,71.0,81,84,63,70,76.0,71,60,65,61,12,0,1,0,0
30.0,152.4,78.9,78,1,3,3,3,0,75,72,67.0,76.0,70,67.0,69,43,67.0,72.0,63.0,60.0,62.0,65.0,69.0,64.0,75.0,71.0,64,51,39,78,74.0,63,35,29,15,11,1,0,0,0
29.0,195.58,79.8,78,1,2,2,1,0,13,11,68.0,73.0,13,67.0,19,12,67.0,72.0,63.0,63.0,62.0,65.0,59.0,64.0,75.0,71.0,16,35,21,13,55.0,12,14,16,18,2,0,0,0,1
31.0,193.04,83.9,78,1,2,3,2,1,45,29,68.0,73.0,28,58.0,33,31,67.0,64.0,76.0,76.0,61.0,55.0,59.0,70.0,68.0,71.0,29,80,78,38,54.0,43,81,80,79,12,0,0,1,0
30.0,152.4,83.9,78,0,2,3,3,1,82,50,70.0,73.0,43,58.0,74,66,70.0,64.0,47.0,54.0,60.0,55.0,59.0,76.0,67.0,77.0,54,73,77,63,54.0,52,75,81,80,12,0,0,1,0
30.0,187.96,83.9,78,1,2,2,2,1,44,46,76.0,70.0,65,58.0,45,67,70.0,64.0,49.0,62.0,60.0,55.0,66.0,76.0,67.0,79.0,63,79,75,31,51.0,54,77,81,77,7,0,0,1,0
30.0,154.94,83.9,78,1,2,3,2,1,61,48,76.0,70.0,47,58.0,39,54,70.0,64.0,71.0,74.0,61.0,66.0,74.0,77.0,68.0,77.0,50,85,76,57,51.0,62,79,77,78,12,0,1,1,0
31.0,187.96,79.8,78,0,2,2,2,1,59,42,76.0,73.0,45,60.0,36,41,68.0,66.0,71.0,74.0,61.0,66.0,74.0,80.0,68.0,77.0,57,87,77,22,58.0,45,77,79,75,12,0,0,1,0
31.0,182.88,78.0,78,1,2,4,3,1,64,78,76.0,73.0,74,66.0,72,73,68.0,75.0,69.0,74.0,71.0,66.0,75.0,80.0,68.0,74.0,75,75,31,79,61.0,86,33,34,15,10,1,0,0,0
31.0,154.94,78.0,78,1,2,3,2,0,69,37,76.0,74.0,65,66.0,68,41,68.0,75.0,69.0,74.0,71.0,65.0,80.0,80.0,69.0,74.0,59,78,80,50,61.0,50,80,78,77,7,0,0,1,0
32.0,152.4,78.0,78,1,3,4,3,1,85,69,76.0,71.0,72,71.0,86,83,69.0,77.0,71.0,76.0,71.0,66.0,82.0,80.0,73.0,73.0,77,83,80,76,64.0,84,72,76,75,10,0,0,1,0
32.0,185.42,81.2,78,1,2,3,3,1,47,59,76.0,76.0,59,71.0,55,44,69.0,77.0,69.0,76.0,71.0,65.0,80.0,73.0,73.0,73.0,54,86,76,60,65.0,61,70,77,73,12,0,1,1,0
32.0,185.42,81.2,78,0,2,2,3,0,83,57,74.0,76.0,50,71.0,69,71,76.0,77.0,69.0,76.0,71.0,65.0,82.0,73.0,69.0,73.0,72,89,71,62,73.0,57,75,80,77,10,0,0,1,0
32.0,195.58,81.2,78,1,2,3,3,2,61,79,74.0,76.0,74,68.0,64,60,69.0,77.0,66.0,65.0,63.0,62.0,80.0,81.0,68.0,73.0,68,75,30,78,69.0,77,21,15,19,2,1,0,0,0
32.0,182.88,79.8,78,0,3,3,4,1,75,65,74.0,76.0,72,71.0,88,86,68.0,77.0,66.0,68.0,63.0,66.0,78.0,76.0,77.0,69.0,80,48,44,74,69.0,76,59,48,48,1,1,1,0,0
30.0,182.88,74.8,78,1,3,3,1,1,12,13,72.0,74.0,11,68.0,25,38,68.0,77.0,66.0,65.0,63.0,66.0,75.0,76.0,71.0,69.0,17,40,23,16,69.0,23,15,18,19,7,0,0,0,1
31.0,185.42,74.8,78,1,2,2,2,0,44,28,72.0,74.0,30,69.0,41,70,68.0,77.0,66.0,68.0,65.0,69.0,75.0,76.0,68.0,69.0,62,78,82,40,69.0,64,77,82,80,7,0,0,1,0
29.0,185.42,74.8,78,1,2,3,3,0,65,58,69.0,78.0,56,69.0,68,63,68.0,78.0,58.0,58.0,63.0,66.0,71.0,69.0,68.0,69.0,56,81,80,63,69.0,56,77,77,76,12,0,1,0,0
29.0,152.4,74.8,78,1,2,4,4,0,71,78,68.0,78.0,69,69.0,67,73,68.0,79.0,66.0,68.0,65.0,69.0,75.0,69.0,68.0,69.0,78,59,51,76,57.0,78,31,40,35,11,1,1,0,0
30.0,185.42,74.8,78,1,1,2,2,1,45,35,69.0,78.0,37,69.0,49,46,74.0,79.0,69.0,67.0,70.0,69.0,75.0,69.0,68.0,75.0,47,70,81,52,69.0,41,80,81,78,12,0,0,1,0
31.0,170.18,71.2,78,0,1,3,3,1,80,53,68.0,79.0,38,77.0,67,59,72.0,79.0,69.0,67.0,73.0,57.0,75.0,69.0,70.0,68.0,62,85,80,66,74.0,56,76,78,79,12,0,0,1,0
31.0,185.42,72.1,78,0,2,3,3,0,54,66,66.0,79.0,69,77.0,75,69,75.0,79.0,69.0,67.0,73.0,57.0,75.0,69.0,68.0,68.0,73,85,75,78,67.0,62,55,66,68,7,1,1,0,0
31.0,187.96,72.1,78,0,3,3,4,1,74,79,64.0,80.0,84,77.0,84,81,75.0,79.0,69.0,67.0,73.0,67.0,77.0,69.0,68.0,67.0,77,41,31,85,80.0,84,30,32,21,12,1,1,0,0
31.0,182.88,72.1,78,1,2,4,4,0,77,71,64.0,80.0,75,74.0,77,76,77.0,79.0,64.0,60.0,70.0,67.0,77.0,69.0,70.0,67.0,72,58,35,76,80.0,75,31,52,51,12,1,1,0,0
31.0,154.94,72.1,78,1,1,3,3,1,76,67,64.0,80.0,73,74.0,73,80,79.0,79.0,62.0,56.0,71.0,73.0,77.0,70.0,71.0,67.0,87,70,72,72,78.0,74,70,69,46,12,0,1,0,0
28.0,172.72,78.0,78,1,1,3,3,0,73,69,64.0,80.0,65,74.0,73,72,79.0,79.0,64.0,60.0,70.0,73.0,77.0,70.0,71.0,67.0,75,75,71,74,78.0,73,72,74,69,5,0,1,0,0
27.0,175.26,78.0,78,1,2,3,3,1,73,52,64.0,80.0,58,74.0,62,70,79.0,80.0,64.0,60.0,70.0,67.0,71.0,70.0,71.0,69.0,44,67,86,58,78.0,62,72,74,72,12,0,1,0,0
27.0,185.42,78.0,78,1,2,3,4,0,58,62,68.0,78.0,72,74.0,74,71,73.0,79.0,64.0,63.0,70.0,64.0,68.0,78.0,71.0,74.0,78,76,62,68,78.0,66,70,69,63,12,0,1,0,0
25.0,187.96,78.0,78,0,2,4,2,0,67,27,68.0,78.0,40,74.0,63,44,73.0,79.0,67.0,63.0,71.0,64.0,68.0,80.0,77.0,75.0,52,75,76,49,73.0,42,77,80,79,12,0,0,1,0
25.0,187.96,73.9,78,1,1,3,2,1,46,23,68.0,77.0,33,74.0,29,16,73.0,78.0,72.0,73.0,71.0,64.0,80.0,80.0,71.0,75.0,27,83,76,23,73.0,19,80,77,76,12,0,0,1,0
25.0,175.26,73.9,78,0,2,4,3,2,76,70,68.0,77.0,68,74.0,74,69,74.0,78.0,75.0,74.0,76.0,68.0,74.0,80.0,80.0,75.0,77,84,75,70,73.0,53,66,72,68,12,0,1,0,0
26.0,175.26,76.2,78,0,1,2,4,1,75,59,64.0,75.0,71,74.0,73,75,75.0,77.0,77.0,75.0,76.0,70.0,74.0,77.0,71.0,71.0,76,80,74,72,73.0,55,67,74,70,12,0,1,0,0
27.0,154.94,76.2,78,1,2,4,3,0,77,72,64.0,75.0,71,75.0,84,80,75.0,76.0,77.0,75.0,76.0,70.0,74.0,70.0,75.0,69.0,77,63,32,75,73.0,80,45,35,38,10,1,1,0,0
28.0,152.4,78.0,78,1,1,3,3,1,81,46,64.0,75.0,36,75.0,74,73,74.0,77.0,75.0,75.0,68.0,68.0,74.0,70.0,79.0,69.0,51,79,77,76,71.0,78,73,73,73,12,0,0,1,0
